*	129	1059	149	1088
*	151	1059	173	1087
*	177	1058	194	1087
*	198	1077	211	1094
*	218	1058	245	1087
*	247	1057	274	1105
*	284	1038	294	1085
*	300	1058	321	1086
*	334	1038	363	1085
*	365	1037	375	1084
*	379	1056	400	1084
*	404	1054	430	1084
*	434	1054	454	1082
*	457	1034	483	1082
*	486	1053	508	1082
*	514	1052	529	1081
*	528	1051	537	1081
*	541	1051	557	1080
*	568	1033	593	1080
*	598	1051	620	1080
*	636	1050	657	1079
*	661	1050	683	1079
*	686	1048	700	1079
*	704	1047	714	1080
*	722	1049	743	1078
*	769	1046	796	1095
*	800	1047	827	1077
*	829	1030	841	1076
*	844	1046	858	1076
*	861	1047	877	1076
*	879	1031	890	1077
*	893	1048	919	1077
*	922	1047	943	1077
*	947	1065	958	1085
*	129	1130	159	1179
*	161	1130	184	1159
*	189	1131	211	1159
*	228	1110	255	1159
*	258	1130	279	1158
*	283	1110	306	1157
*	294	1128	321	1176
*	323	1112	333	1156
*	337	1127	351	1157
*	354	1129	376	1157
*	373	1099	384	1116
*	399	1125	415	1157
*	416	1127	441	1156
*	463	1107	492	1155
*	495	1125	517	1154
*	521	1124	538	1153
*	559	1104	585	1153
*	576	1124	585	1152
*	601	1122	622	1151
*	626	1123	634	1151
*	635	1122	642	1128
*	644	1122	668	1151
*	673	1122	694	1151
*	696	1103	708	1152
*	710	1104	720	1151
*	723	1122	745	1150
*	749	1120	792	1150
*	796	1121	818	1150
*	821	1120	847	1150
*	851	1117	867	1149
*	873	1139	887	1164
*	897	1119	924	1168
*	925	1119	949	1149
*	950	1103	961	1151
*	991	1126	992	1173
*	132	1204	161	1233
*	164	1204	189	1232
*	193	1202	208	1232
*	219	1202	245	1250
*	249	1204	269	1231
*	272	1202	289	1230
*	292	1181	318	1230
*	321	1201	347	1229
*	358	1180	385	1229
*	387	1187	396	1200
*	398	1200	414	1229
*	413	1199	422	1217
*	425	1199	451	1228
*	469	1197	511	1226
*	516	1198	537	1226
*	540	1178	551	1225
*	554	1177	563	1191
*	567	1177	592	1224
*	595	1195	617	1224
*	620	1194	644	1224
*	648	1195	664	1224
*	668	1195	689	1223
*	693	1194	718	1223
*	720	1194	744	1223
*	758	1192	784	1241
*	784	1175	797	1222
*	801	1193	828	1222
*	831	1192	874	1222
*	877	1174	906	1222
*	916	1192	937	1221
*	940	1192	961	1222
*	991	1174	992	1208
*	132	1255	155	1306
*	148	1276	165	1305
*	168	1274	191	1304
*	194	1276	209	1304
*	213	1275	235	1303
*	244	1256	273	1303
*	276	1257	287	1302
*	291	1257	313	1302
*	334	1273	356	1301
*	358	1272	384	1322
*	388	1272	429	1300
*	434	1251	456	1299
*	463	1290	471	1299
*	463	1271	471	1280
*	474	1270	500	1318
*	503	1270	519	1298
*	522	1270	544	1299
*	548	1269	573	1298
*	578	1268	596	1298
*	605	1267	620	1297
*	622	1254	631	1269
*	633	1268	655	1297
*	659	1267	685	1297
*	697	1267	719	1296
*	722	1250	732	1294
*	734	1248	745	1295
*	747	1248	757	1295
*	761	1266	782	1295
*	786	1265	810	1294
*	814	1265	831	1294
*	833	1265	851	1294
*	855	1283	865	1294
*	879	1248	952	1310
*	925	1264	948	1293
*	950	1248	961	1294
*	134	1348	164	1378
*	164	1329	174	1343
*	176	1348	199	1377
*	209	1347	234	1377
*	237	1348	258	1375
*	262	1346	286	1375
*	302	1346	313	1375
*	311	1346	344	1374
*	348	1342	370	1374
*	373	1345	394	1373
*	396	1326	422	1373
*	425	1344	447	1373
*	450	1344	466	1373
*	477	1332	523	1374
*	535	1342	556	1371
*	560	1341	585	1371
*	589	1341	618	1390
*	618	1323	630	1369
*	634	1340	661	1370
*	664	1340	689	1369
*	692	1337	708	1369
*	711	1322	720	1367
*	724	1339	741	1368
*	750	1319	761	1368
*	763	1338	785	1367
*	789	1338	806	1368
*	820	1337	841	1366
*	845	1337	867	1367
*	869	1338	886	1367
*	888	1335	903	1367
*	906	1338	927	1367
*	930	1337	946	1366
*	947	1355	959	1380
*	135	1401	162	1451
*	151	1421	174	1449
*	193	1421	222	1469
*	225	1420	253	1448
*	256	1419	273	1447
*	276	1419	305	1467
*	307	1419	328	1447
*	332	1418	349	1447
*	376	1397	403	1446
*	405	1403	414	1417
*	416	1416	438	1446
*	442	1416	469	1445
*	472	1415	495	1444
*	513	1396	542	1445
*	545	1414	566	1446
*	568	1395	581	1443
*	583	1414	605	1442
*	630	1392	656	1441
*	660	1412	682	1441
*	696	1392	724	1441
*	727	1412	748	1441
*	751	1409	767	1441
*	767	1410	787	1440
*	809	1409	835	1458
*	839	1408	868	1439
*	869	1409	894	1439
*	896	1409	914	1439
*	926	1409	947	1439
*	947	1419	962	1428
*	136	1492	163	1521
*	168	1493	195	1521
*	199	1477	210	1520
*	212	1493	228	1521
*	240	1492	268	1519
*	271	1491	296	1519
*	307	1470	331	1519
*	321	1491	343	1519
*	357	1489	382	1518
*	385	1489	406	1518
*	410	1489	435	1518
*	439	1488	468	1537
*	471	1488	492	1516
*	496	1487	514	1516
*	523	1468	550	1516
*	529	1483	535	1487
*	554	1487	576	1515
*	586	1467	597	1514
*	600	1485	621	1514
*	636	1485	662	1534
*	666	1485	688	1514
*	690	1484	706	1513
*	709	1482	724	1513
*	727	1484	750	1513
*	764	1464	790	1512
*	794	1483	817	1512
*	825	1463	851	1512
*	841	1483	868	1511
*	872	1482	898	1512
*	907	1481	930	1512
*	931	1481	948	1511
*	950	1494	961	1502
*	991	1470	992	1522
*	137	1566	167	1615
*	170	1565	193	1594
*	196	1566	221	1594
*	225	1565	240	1593
*	244	1553	259	1584
*	247	1585	253	1592
*	261	1549	300	1599
*	302	1563	322	1591
*	327	1563	343	1592
*	345	1562	369	1592
*	372	1562	394	1590
*	398	1561	416	1590
*	427	1542	447	1589
*	443	1561	471	1589
*	475	1543	485	1588
*	488	1558	503	1589
*	505	1557	528	1588
*	539	1540	549	1588
*	552	1559	575	1588
*	590	1556	634	1588
*	638	1558	660	1587
*	662	1557	680	1587
*	694	1544	738	1588
*	750	1556	772	1586
*	776	1536	800	1585
*	789	1554	810	1585
*	813	1555	830	1585
*	834	1538	844	1584
*	846	1554	871	1584
*	874	1538	884	1583
*	886	1552	901	1584
*	912	1553	936	1585
*	937	1553	947	1584
*	948	1554	962	1583
*	139	1638	161	1667
*	164	1638	187	1668
*	190	1638	205	1669
*	208	1636	223	1669
*	226	1639	248	1667
*	249	1618	262	1668
*	271	1616	298	1666
*	300	1636	323	1666
*	333	1615	360	1665
*	363	1635	385	1665
*	388	1613	430	1664
*	439	1633	461	1664
*	465	1633	491	1663
*	500	1631	545	1663
*	549	1632	578	1662
*	580	1631	607	1662
*	610	1629	624	1663
*	626	1616	665	1662
*	667	1629	682	1661
*	682	1610	710	1661
*	713	1629	741	1661
*	744	1628	761	1660
*	764	1629	772	1638
*	764	1648	773	1660
*	776	1616	820	1661
*	827	1611	868	1658
*	870	1628	897	1677
*	899	1626	915	1657
*	918	1626	941	1657
*	944	1626	962	1657
